channel,channel_id,channel_url,datePublished,description,dislikes,duration,genre,id,key,likes,recommendations,title,uploadDate,views,channelDescription,viewCount,commentCount,subscriberCount,hiddenSubscriberCount,videoCount
DW Documentary,UCW39zufHfsuGgpLviKh297Q,/channel/UCW39zufHfsuGgpLviKh297Q,2017-09-20,"Asia’s most beautiful railway line? The “Main Line” cuts through tea plantations and jungle, then passes Buddhist temples and relicts of the British Empire. In the 19th century the British built a railway in what was then their colony of Ceylon. Their idea was to transport goods such as tea from the highlands to the port of Colombo. Today it’s mainly only locals and tourists who use the so-called ""Main Line."" The route is considered one of the most picturesque in the whole of Asia.Our trip takes us from the capital, Colombo, to Ella in the highlands. Our first stop is one of the country’s largest elephant orphanages. And then on to Kandy, the former capital of the Singhalese kingdom. The city is home to the famous Temple of the Tooth, which is said to house the Buddha’s top left canine. The train then winds its way further up into the highlands. We watch tea pickers at work and go to a tea factory to discover where the aroma comes from. Nuwara Eliya is Sri Lanka’s highest town at an altitude of almost 1900 meters, where a racecourse still brings the colonial era back to life. The stations have also retained their own colonial charm: in 1901, a signaling system was set up to make the long journey safer. And those suffering from the altitude can catch their breath at the final stop, the spa in Ella._______ Exciting, powerful and informative – DW Documentary is always close to current affairs and international events. Our eclectic mix of award-winning films and reports take you straight to the heart of the story. Dive into different cultures, journey across distant lands, and discover the inner workings of modern-day life. Subscribe and explore the world around you – every day, one DW Documentary at a time.Subscribe to DW Documentary:https://www.youtube.com/channel/UCW39... For more information visit:http://www.dw.com/documentaries Instagramhttps://www.instagram.com/dwdocumentary/Facebook:https://www.facebook.com/dw.stories DW netiquette policy: http://www.dw.com/en/dws-netiquette-p...","1,341",PT42M26S,Education,s8VNJ88AFWw,5224,"19,280",20,By train across Sri Lanka | DW Documentary,2017-09-20,4080231,"DW Documentary gives you information beyond the headlines. Watch high-class documentaries from German broadcasters and international production companies. Meet intriguing people, travel to distant lands, get a look behind the complexities of daily life and build a deeper understanding of current affairs and global events. Subscribe and explore the world around you with DW Documentary from Deutsche Welle (DW), Germany's international broadcaster.

DW netiquette policy: http://www.dw.com/en/dws-netiquette-policy/a-5300954

Subscribe to DW Documentary:
https://www.youtube.com/channel/UCW39zufHfsuGgpLviKh297Q?sub_confirmation=1#
For more documentaries visit:
http://www.dw.com/en/tv/docfilm/s-3610
Instagram
https://www.instagram.com/dwdocumentary/
Facebook:
https://www.facebook.com/dw.stories",193030169,0,1500000,False,573
NTD,UC8Ioh4atNDO5a0Vy2qFmauQ,/channel/UC8Ioh4atNDO5a0Vy2qFmauQ,2020-04-18,LIVE: CCP virus (#coronavirus) news updates--------Subscribe to NTD News: http://bit.ly/32BQed4For more news and videos visit ☛ http://ntd.comFollow us on Twitter ☛ https://twitter.com/news_ntdAdd us on Facebook ☛https://www.facebook.com/NTDTelevision/Support NTD: https://www.ntd.com/support-us.html,34,PT52M26S,News & Politics,gAiEY2uHcdo,244,878,20,LIVE: Descent into Hell: Xi and the Death Sentence of Wuhan | NTD,2020-04-18,31913,"NTD is a New York-based global news and entertainment media, founded in 2001. NTD's mission is to uplift and inform society by publishing quality content that embodies integrity, dignity, and the best of humanity.

At NTD we believe the integrity of our world hinges on the accurate and truthful spread of information. We dedicate ourselves to providing the truth, no matter the cost, and shedding light on major issues the world deserves to know. We cover the stories that others don’t. Our unbiased news provides critical information and insight. Our focused, exclusive analyses cut through the complicated political landscape and provide a clear perspective. We hold ourselves responsible to society by steering clear of sensationalism and producing news with the utmost integrity.

For more news and videos, please visit our website: https://www.ntd.com
Facebook: https://www.facebook.com/NTDTelevision/
Twitter: https://twitter.com/news_ntd

Support us: https://www.ntd.com/support-us.html",71099699,0,338000,False,1471
CNN,UCupvZG-5ko_eiXAupbDfxWw,/channel/UCupvZG-5ko_eiXAupbDfxWw,2018-07-25,Senator Tom Udall (D-NV) asks Secretary of State Mike Pompeo about President Trump's business ties to Russia.,355,PT7M5S,News & Politics,XbVhLKJK-WM,8414,"2,792",20,Senator questions Pompeo about Trump's business ties to Russia,2018-07-25,522859,"CNN operates as a division of Turner Broadcasting System, which is a subsidiary of Warner Media. CNN identifies itself as -- and is widely known to be - the most trusted source for news and information. The CNN umbrella includes nine cable and satellite television networks, two radio networks, the CNN Digital Network, which is the top network of news Web sites in the United States, and CNN Newsource, the world's most extensively syndicated news service. CNN is proud of our ability to bring you up-to-the-minute news from around the world, as a result of our many extensions.",6619073482,0,9510000,False,148193
UCLA Health,UCb_JYhqnSdEejiznUm3XNqQ,/channel/UCb_JYhqnSdEejiznUm3XNqQ,2017-10-20,"UCLA OB/GYN specialist Christopher Tarnay, MD, talks about the latest treatment options for the loss of bladder control and sensitive bladder, including minimally invasive solutions to help women manage their bladder control. Learn more ➨ http://obgyn.ucla.edu/#UCLAMDChat","1,528",PT32M17S,Science & Technology,fvNsWKqAebY,1233,"19,401",20,Female Bladder Leakage: Solutions to Get Control‎ | UCLA Obstetrics & Gynecology,2017-10-20,1998055,"For more than half a century, UCLA Health System has provided the best in healthcare and the latest in medical technology to the people of Los Angeles and throughout the world. 

Comprised of Ronald Reagan UCLA Medical Center, UCLA Medical Center, Santa Monica, Resnick Neuropsychiatric Hospital at UCLA, UCLA Mattel Children's Hospital, and the UCLA Medical Group with its wide-reaching system of primary-care and specialty-care offices throughout the region, UCLA Health System is among the most comprehensive and advanced healthcare systems in the world. Visit us at www.uclahealth.org",48828288,0,249000,False,2223
Cambridge University,UCc5vZEM1MLUzCrg_aZIJdeA,/channel/UCc5vZEM1MLUzCrg_aZIJdeA,2018-11-30,"100 years ago, celebrations marking the end of the First World War were cut short by the onslaught of a devastating disease - the 1918-19 influenza pandemic. Its early origins and initial geographical starting point still remain a mystery but in the Summer of 1918, there was a second wave of a far more virulent form of the influenza virus than anyone could have anticipated. Soon dubbed ‘Spanish Flu’ after its effects were reported in the country’s newspapers, the virus rapidly spread across much of the globe to become one of the worst natural disasters in human history. To mark the centenary and to highlight vital scientific research, the University of Cambridge has made a new film exploring what we have learnt about Spanish Flu, the urgent threat posed by influenza today, and how scientists are preparing for future pandemics.","1,502",PT11M3S,Education,3x1aLAw_xkY,8342,"46,321",20,Spanish Flu: a warning from history,2018-11-30,4077540,"Welcome to Cambridge University's YouTube Channel, where you can find out about some of the research, discoveries and innovations that take place here. In particular, check out the Cambridge Ideas series, a collection of short films in which top researchers reveal some of their latest findings and discuss subjects ranging from energy to disappearing languages, and policing the streets to the future of robotics. Whether you are at Cambridge, thinking about applying, or just curious about what happens at this famous University, this channel gives you a chance to find out something you didn't already know about the world around you!",26760176,0,228000,False,1077
BBC Newsnight,UC6o-wWU-v2ClFMwougmK7dA,/channel/UC6o-wWU-v2ClFMwougmK7dA,2017-01-19,"It's 36 years since the inauguration of Ronald Reagan, the former Hollywood actor. Documentary maker Michael Cockerell filmed with Reagan at the time and looks at the similarities - and differences - between Ronald Reagan and Donald Trump.Subscribe to our channel here: https://goo.gl/31Q53FNewsnight is the BBC's flagship news and current affairs TV programme - with analysis, debate, exclusives, and robust interviews. Website: www.bbc.co.uk/newsnightYouTube: https://www.youtube.com/user/BBCNewsn... Twitter: https://twitter.com/BBCNewsnightFacebook: https://www.facebook.com/bbcnewsnight","2,657",PT15M25S,News & Politics,C_lY_XD6aVA,1341,"13,066",20,How does Donald (Trump) compare to Ronald (Reagan)? - BBC Newsnight,2017-01-19,1500769,"We're the BBC's flagship daily news and current affairs programme. Specializing in analysis, film reports and robust interviews, we broadcast in the UK every week night at 10:30pm on BBC Two. Here, we'll bring you the high-lights, low-lights and everything in between.",224211893,0,555000,False,3215
Forks Over Knives,UCuwi1gSKyqz28BVCc9qeuIA,/channel/UCuwi1gSKyqz28BVCc9qeuIA,2012-01-11,"Find recipes and more at http://www.forksoverknives.com/NEW BOOK: The Forks Over Knives Plan. Pre-order today!Amazon: http://smarturl.it/amazonFoKB&N: http://smarturl.it/BNFoK Books a Million: http://smarturl.it/BAMFoK Indie Bound: http://smarturl.it/IndieFoK S&S: http://smarturl.it/simonFok Kindle: http://smarturl.it/KindleFoK Nook: http://smarturl.it/nookFoK iTunes: http://smarturl.it/AppleFoK Presentation by Doug Lisle, Ph.D. on January 8, 2012 at the South Bay Adventist Church in Redondo Beach, CA.  Dr. Lisle, who appeared in Forks Over Knives, is a psychologist, director of research at TrueNorth Health, and co-author of ""The Pleasure Trap.""",699,PT73M48S,Education,xAdqLB6bTuQ,4232,"12,403",20,How to Lose Weight Without Losing Your Mind,2012-01-11,1142789,"The feature film Forks Over Knives examines the profound claim that most, if not all, of the degenerative diseases that afflict us can be controlled, or even reversed, by rejecting animal-based and processed foods.",6917707,0,90100,False,141
YouTube Movies,UCuVPpxrm2VAgpH3Ktln4HXg,/channel/UClgRkhTL3_hImCAmdLfDE4g,2019-11-22,"Perfect Bid: The Contestant Who Knew Too Much is the thrilling, award-winning documentary from CJ Wallis about a math genius from Texas named Ted Slauson who spent the majority of his life memorizing the prize amounts on The Price Is Right. The film explores how Ted went from bidding to banned, and reveals his part in a 2008 perfect bid Showcase scandal that was covered in Esquire, Time Magazine & others.",519,PT72M10S,Movies,HdFKZtZop7A,2333,"5,510",20,Perfect Bid: The Contestant Who Knew Too Much,2019-11-22,358465,,327058092,0,271000,False,416
thechesswebsite,UCHz5JQAUSkjxrosDIWCtEdw,/channel/UCHz5JQAUSkjxrosDIWCtEdw,2010-06-24,"In what is arguably the greatest chess match ever played, Kasparov shows why he is considered to be the best chess player of all time in his ""Immortal"" game.  There are so many amazing moves I lost count.  Hopefully you learn as much from the game as I did studying it.http://www.thechesswebsite.comChess Software used in the video can be found at http://www.chesscentral.com and http://www.chessok.com",787,PT24M40S,Entertainment,wPm9k6ul9EI,4322,"14,032",19,Famous Chess Game: Kasparov vs Topalov 1999 (Kasparov's Immortal),2010-06-24,2186028,"All chess videos are brought to you by thechesswebsite.com.


From an early age I started playing chess.  Once I began to get older I played competitively on a regular basis.  Since I first learned how to play chess, I have learned many things, some basic and some advanced.  All that I have learned I hope to teach through YouTube.  

Feel free to let me know if there are any videos in particular that you would like me to make.  Thanks!

Be sure to visit www.thechesswebsite.com to see more chess discussion and strategy.

I also have another channel www.youtube.com/themathworld

Username on chess.com: thechesswebsite",83062218,0,419000,False,396
VICE News,UCZaT_X_mc0BI-djXOlfhqWQ,/channel/UCZaT_X_mc0BI-djXOlfhqWQ,2018-04-17,"Donald Trump talks a lot, but what is he actually saying? VICE News' ""Trump Talk"" mashup series tries to answer that. And, we're happy to say, it was just nominated for two Webby Awards. Now you can watch all the nominated videos together in this one mega mashup.Subscribe to VICE News here: http://bit.ly/Subscribe-to-VICE-NewsCheck out VICE News for more: http://vicenews.comFollow VICE News here:Facebook: https://www.facebook.com/vicenewsTwitter: https://twitter.com/vicenewsTumblr: http://vicenews.tumblr.com/Instagram: http://instagram.com/vicenewsMore videos from the VICE network: https://www.fb.com/vicevideo","1,583",PT8M27S,News & Politics,2i4JxWkSYzU,112,"28,780",20,Trump Talk: All Our Best Mashups In One Video,2018-04-17,901883,"VICE News is the breaking, break-through news you need. VICE on SHOWTIME airs Sundays at 8PM and VICE News Tonight is coming back soon to VICE TV. 

Sign up for the VICE News Daily Brief http://bit.ly/2NnkJOD

All video licensing inquiries should be directed to licensing @ vice.com.",1505366687,0,5340000,False,4621
