"","binary","title","description","channel","id"
"40",0,"Family demands answers after deputy shoots black man dead in home","L.A. County sheriff's deputies say Michael Thomas, 62, reached for one of their guns after they responded to a possible domestic violence call. His fiancée says he was cooperating. KCAL's Nicole Comstock reports.Subscribe to the CBS News Channel HERE: https://bit.ly/2uz8qYEWatch CBSN live HERE: http://cbsn.ws/1PlLpZ7Follow CBS News on Instagram HERE: https://www.instagram.com/cbsnews/Like CBS News on Facebook HERE: http://facebook.com/cbsnewsFollow CBS News on Twitter HERE: http://twitter.com/cbsnewsGet the latest news and best in original reporting from CBS News delivered to your inbox. Subscribe to newsletters HERE: http://cbsn.ws/1RqHw7TGet your news on the go! Download CBS News mobile apps HERE: http://cbsn.ws/1Xb1WC8Get new episodes of shows you love across devices the next day, stream CBSN and local news live, and watch full seasons of CBS fan favorites like Star Trek Discovery anytime, anywhere with CBS All Access. Try it free! http://bit.ly/1OQA29B---CBSN is the first digital streaming news network that will allow Internet-connected consumers to watch live, anchored news coverage on their connected TV and other devices. At launch, the network is available 24/7 and makes all of the resources of CBS News available directly on digital platforms with live, anchored coverage 15 hours each weekday. CBSN. Always On.","CBS News","X2ziqGcRP1A"
"41",0,"Full Interview: Attorney General Bill Barr on ""Face the Nation""","Attorney General Bill Barr talks protests and racism with ""Face the Nation"" moderator Margaret BrennanSubscribe to the""Face the Nation"" Channel HERE: http://bit.ly/1SUQc68Watch Full Episodes of ""Face the Nation"" HERE: http://cbsn.ws/20pbkSFFollow ""Face the Nation"" on Instagram HERE: http://bit.ly/23Xuhk4Like ""Face the Nation"" on Facebook HERE: http://on.fb.me/23Xmz9EFollow ""Face the Nation"" on Twitter HERE: http://bit.ly/1o3QDQoFollow ""Face the Nation"" on Google+ HERE: http://bit.ly/23XuaoGGet the latest news and best in original reporting from CBS News delivered to your inbox. Subscribe to newsletters HERE: http://cbsn.ws/1RqHw7TGet your news on the go! Download CBS News mobile apps HERE: http://cbsn.ws/1Xb1WC8Get new episodes of shows you love across devices the next day, stream local news live, and watch full seasons of CBS fan favorites anytime, anywhere with CBS All Access. Try it free! http://bit.ly/1OQA29B---""Face the Nation"" is America's premier Sunday morning public affairs program. The broadcast is one of the longest-running news programs in the history of television, having debuted November 7, 1954 on CBS. Every Sunday, ""Face the Nation"" moderator and CBS News senior foreign affairs correspondent Margaret Brennan welcomes leaders, newsmakers, and experts to a lively round table discussion of current events and the latest news.","CBS News","D_G2s9GEQrk"
"42",0,"KKK leader arrested after driving into protest in Virginia","A man was arrested Sunday and is facing charges for driving his truck into protesters in Virginia. He has been identified as Harry Rogers, a self-proclaimed KKK leader, prosecutors say.Subscribe to the CBS News Channel HERE: https://bit.ly/2uz8qYEWatch CBSN live HERE: http://cbsn.ws/1PlLpZ7Follow CBS News on Instagram HERE: https://www.instagram.com/cbsnews/Like CBS News on Facebook HERE: http://facebook.com/cbsnewsFollow CBS News on Twitter HERE: http://twitter.com/cbsnewsGet the latest news and best in original reporting from CBS News delivered to your inbox. Subscribe to newsletters HERE: http://cbsn.ws/1RqHw7TGet your news on the go! Download CBS News mobile apps HERE: http://cbsn.ws/1Xb1WC8Get new episodes of shows you love across devices the next day, stream CBSN and local news live, and watch full seasons of CBS fan favorites like Star Trek Discovery anytime, anywhere with CBS All Access. Try it free! http://bit.ly/1OQA29B---CBSN is the first digital streaming news network that will allow Internet-connected consumers to watch live, anchored news coverage on their connected TV and other devices. At launch, the network is available 24/7 and makes all of the resources of CBS News available directly on digital platforms with live, anchored coverage 15 hours each weekday. CBSN. Always On.","CBS News","5ZsNMMQAME4"
"43",0,"2 Officers Fired After George Floyd's Death Have History Of Use-Of-Force","We have requested the personnel files for the former officers. We should learn even more once those are released, Jennifer Mayerle reports  (2:02). WCCO 4 News At 10 - May 27, 2020","CBS News","Nb3CnAc1VYM"
"44",0,"Police pull over Florida state attorney","Two Florida police officers are facing scrutiny for a traffic stop where they pulled over a state attorney back in June. The entire incident was caught on the officers' body cameras. CBSN's Stephanie Sy has details.Subscribe to the ""CBSN"" Channel HERE: http://bit.ly/1Re2MgSWatch ""CBSN"" live HERE: http://cbsn.ws/1PlLpZ7Follow ""CBSN"" on Instagram HERE: http://bit.ly/1PO0dkxLike ""CBSN"" on Facebook HERE: http://on.fb.me/1o3Deb4Follow ""CBSN"" on Twitter HERE: http://bit.ly/1V4qhIuGet the latest news and best in original reporting from CBS News delivered to your inbox. Subscribe to newsletters HERE: http://cbsn.ws/1RqHw7TGet your news on the go! Download CBS News mobile apps HERE: http://cbsn.ws/1Xb1WC8Get new episodes of shows you love across devices the next day, stream local news live, and watch full seasons of CBS fan favorites anytime, anywhere with CBS All Access. Try it free! http://bit.ly/1OQA29B---CBSN is the first digital streaming news network that will allow Internet-connected consumers to watch live, anchored news coverage on their connected TV and other devices. At launch, the network is available 24/7 and makes all of the resources of CBS News available directly on digital platforms with live, anchored coverage 15 hours each weekday. CBSN. Always On.","CBS News","iiUkbE_ktHs"
"45",0,"La Mesa Controversial Arrest","Watch Live: La Mesa officials to release body cam footage of controversial arresthttps://www.cbs8.com/article/news/loc...","CBS News","8nmq4Yt-Ui4"
"46",0,"Jimmy Kimmel's 2012 WH Correspondents Dinner performance","Watch Jimmy Kimmel's full performance from the 2012 White House Correspondent's Association Dinner.","CBS News","EdDeNih73eI"
"47",0,"Police Body Cam: La Mesa PD officer Rost, after the controversial arrest of Amaurie Johnson","La Mesa City Councilmembers and officials held a press conference Wednesday afternoon to release body cam footage from last Wednesday's arrest of Amaurie Johnson near the Grossmont trolley stop. Officials discussed the protests and ensuing unrest over the weekend in the city, including plans to provide a full public accounting of the incident and plan to improve response and processes in the future.https://www.cbs8.com/article/news/loc...","CBS News","lkbM8wPPtug"
"48",0,"N.J. governor condemns video showing white men mocking George Floyd's death","A New Jersey corrections officer who took part in a counter-protest reenacting the death of George Floyd was suspended Tuesday after videos of the incident were widely shared on social media. Governor Phil Murphy condemned the act. CBSN Philly reports.","CBS News","C7tZ6SHGqAY"
"49",0,"New surveillance video captures part of George Floyd's arrest before he died","(CBS News) Minneapolis Mayor Jacob Frey is calling for the officer seen kneeling on the neck of a black man who later died to be charged. Speaking at a press conference Wednesday, Frey said he had relayed the call for charges in the death of George Floyd to Hennepin County Attorney Mike Freeman. Freeman had earlier said he would review the findings of an investigation by the state Bureau of Criminal Apprehension before making a charging decision, promising an ""expedited"" process.►Subscribe: https://on.wtsp.com/youtube►Website: https://www.wtsp.com/►Facebook: https://facebook.com/10TampaBay►Twitter: https://twitter.com/10TampaBay10 Tampa Bay is the local CBS affiliate for Tampa Bay, Florida. We deliver the best in breaking news, live video coverage, and original journalism covering topics that matter most to Floridians. Subscribe for more; videos are updated daily!","CBS News","EUhatOhtnPI"
"50",0,"Minneapolis Park Police Release New Body Cam Footage Of Fatal Arrest","This new body park police body camera video shows one of the fired officers questioning Floyd, and a new vantage point shows that, at one point, all four officers worked together, Erin Hassanzadeh reports (2:14). WCCO 4 News At 10 - May 27, 2020","CBS News","Ps7K4-bEc3I"
"51",0,"How American police compare to other countries","As America continues to deal with the fallout after a string of high profile police-involved killings, questions are being raised about how officers in the U.S. compare to those in other countries. Ryan Heath, a senior editor for Politico, joined CBSN to discuss his article, ""Are U.S. Cops Different?""Subscribe to the CBS News Channel HERE: https://bit.ly/2uz8qYEWatch CBSN live HERE: http://cbsn.ws/1PlLpZ7Follow CBS News on Instagram HERE: https://www.instagram.com/cbsnews/Like CBS News on Facebook HERE: http://facebook.com/cbsnewsFollow CBS News on Twitter HERE: http://twitter.com/cbsnewsGet the latest news and best in original reporting from CBS News delivered to your inbox. Subscribe to newsletters HERE: http://cbsn.ws/1RqHw7TGet your news on the go! Download CBS News mobile apps HERE: http://cbsn.ws/1Xb1WC8Get new episodes of shows you love across devices the next day, stream CBSN and local news live, and watch full seasons of CBS fan favorites like Star Trek Discovery anytime, anywhere with CBS All Access. Try it free! http://bit.ly/1OQA29B---CBSN is the first digital streaming news network that will allow Internet-connected consumers to watch live, anchored news coverage on their connected TV and other devices. At launch, the network is available 24/7 and makes all of the resources of CBS News available directly on digital platforms with live, anchored coverage 15 hours each weekday. CBSN. Always On.","CBS News","vrNMSl7qauU"
"52",0,"Body camera video shows shots being fired in fatal Volusia deputy-involved shooting","Body camera and helicopter videos released Thursday sheds light on the moments before a fatal deputy-involved shooting in Volusia County earlier this week.","CBS News","x6Wd8Jk9mW8"
"53",0,"Derek Chauvin and George Floyd had history of not getting along, coworkers say","Both George Floyd and Derek Chauvin, the ex-police officer charged for Floyd's death, worked together at a nightclub and had a history of not getting along. The owner of the nightclub says Chauvin was afraid and intimidated by black people. Jeff Pegues has the details.Subscribe to the ""CBS Evening News"" Channel HERE: http://bit.ly/1S7DhikWatch Full Episodes of the ""CBS Evening News"" HERE: http://cbsn.ws/23XekKAWatch the latest installment of ""On the Road,"" only on the ""CBS Evening News,"" HERE: http://cbsn.ws/23XwqMHFollow ""CBS Evening News"" on Instagram: http://bit.ly/1T8icTOLike ""CBS Evening News"" on Facebook HERE: http://on.fb.me/1KxYobbFollow the ""CBS Evening News"" on Twitter HERE: http://bit.ly/1O3dTTeFollow the ""CBS Evening News"" on Google+ HERE: http://bit.ly/1Qs0aamGet your news on the go! Download CBS News mobile apps HERE: http://cbsn.ws/1Xb1WC8Get new episodes of shows you love across devices the next day, stream local news live, and watch full seasons of CBS fan favorites anytime, anywhere with CBS All Access. Try it free! http://bit.ly/1OQA29B---The ""CBS Evening News"" premiered as a half-hour broadcast on Sept. 2, 1963. Check local listings for CBS Evening News broadcast times.","CBS News","sBcRjJ_zgQA"
"54",0,"Mother gang-raped in her own bed speaks out about victims being believed","Taylor Hirth was attacked nearly two years ago inside her Independence apartment as she slept in bed with her 2-year-old daughter.","CBS News","B2JlfpiKpoc"
"55",0,"Construction Workers Turn Back Protesters in Downtown San Jose","Demonstrators broke through a fence into a construction site, grabbed lumber and tools but were turned back by construction workers in downtown San Jose. Len Ramirez reports. (5-29-20)","CBS News","O0xvEC9T19Q"
